        RA       DEC                     NAME      S1400    e_S1400    P1400  POLANG   e_P1400  e_POLANG       S74        e_S74     3CNAME         S600      P600      BETA     GAMMA
 216.49179 -17.94506            142558-175642     1.2251   0.043200  0.04021   -64.9  0.001010       0.3     11.17     1.160000       NONE     2.316279  0.008338 -0.751730  0.000000
 215.90117 -18.27047            142336-181613     1.1650   0.035000  0.03576    84.4  0.000470       0.3     12.48     1.290000       NONE     2.307384  0.006612 -0.806556  0.000000
 341.54733  -3.00997            224611-030035     1.1558   0.034700  0.00397    81.4  0.000440       2.2     12.68     1.270000       NONE     2.304935  0.000722 -0.814660  0.000000
  20.25429   3.73747                    3C_39     1.0912   0.034900  0.03793    -3.0  0.000920       0.3     14.58     1.500000     3C__39     2.303316  0.005992 -0.881711  0.000000
  35.93262 -28.31639            022343-281859     1.1532   0.040600  0.00596    69.7  0.000460       1.5     12.55     1.260000       NONE     2.294419  0.001090 -0.811921  0.000000
 352.13871 -14.90028            232833-145401     1.1378   0.040100  0.04533    52.2  0.000490       0.2     12.83     1.310000       NONE     2.287064  0.008080 -0.823999  0.000000
 165.62975  -9.69031            110231-094125     1.2523   0.037600  0.00208    65.7  0.000480       4.4     10.12     1.040000       NONE     2.286779  0.000470 -0.710686  0.000000
 275.30637  22.85394            182113+225114     1.1015   0.038100  0.02241   -86.5  0.000540       0.4     13.66     1.400000       NONE     2.275623  0.003733 -0.856347  0.000000
   4.74825 -10.38167            001859-102254     1.0085   0.032100  0.06245    83.7  0.000960       0.2     16.98     1.730000       NONE     2.275416  0.008369 -0.960346  0.000000
 150.73800  19.86486            100257+195153     1.2265   0.045200  0.00290    64.7  0.000670       3.5     10.43     1.070000       NONE     2.272820  0.000632 -0.728028  0.000000
 139.25008  58.64706            091700+583849     1.1073   0.033200  0.02514   -15.8  0.000430       0.3     13.42     1.340000       NONE     2.272508  0.004257 -0.848532  0.000000
 118.94150   2.17819                   3C_188     1.0085   0.031600  0.04447   -33.7  0.001190       0.3     16.88     1.720000     3C_188     2.271546  0.005984 -0.958337  0.000000
 103.20212  22.53961                   3C_170     1.0395   0.035800  0.01572   -29.6  0.000550       0.6     15.52     1.590000     3C_170     2.265520  0.002295 -0.919470  0.000000
 194.34483 -30.36292            125722-302146     1.1615   0.041700  0.00363    77.9  0.000970       3.7     11.66     1.200000       NONE     2.257791  0.000703 -0.784464  0.000000
  10.35833  -1.72083            004126-014315     1.0336   0.035900  0.02386    89.6  0.000530       0.4     15.44     1.590000       NONE     2.253002  0.003482 -0.919648  0.000000
  71.16879   2.79767                   3C_126     1.1437   0.039000  0.02162    55.3  0.000590       0.5     11.99     1.200000     3C_126     2.251140  0.004059 -0.799209  0.000000
 301.71254  12.00642            200651+120023     1.1414   0.034200      NaN     NaN       NaN       NaN     12.01     1.200000       NONE     2.248996       NaN -0.800461  0.000000
  87.18450  26.60008            054844+263600     1.1625   0.037900  0.01898     8.7  0.003460       1.4     11.41     1.180000       NONE     2.245108  0.003735 -0.776800  0.000000
  78.95121  37.92675            051548+375536     1.1274   0.037000  0.02610   -46.6  0.000990       0.6     12.22     1.250000       NONE     2.240490  0.004785 -0.810554  0.000000
 196.97504   6.70442                   3C_281     1.1220   0.036100  0.03215   -67.7  0.000930       0.4     12.36     1.270000     3C_281     2.240188  0.005827 -0.816061  0.000000
 292.34367   9.96889            192922+095808     1.0990   0.035300  0.05930   -13.5  0.001250       0.3     12.92     1.330000       NONE     2.235771  0.010262 -0.838177  0.000000
 261.24246  47.09708            172458+470549     1.1450   0.039500  0.01947    52.9  0.000460       0.4     11.67     1.210000       NONE     2.235466  0.003730 -0.789622  0.000000
  40.92621  50.15881            024342+500931     1.1631   0.034900  0.00226   -35.8  0.000480       4.1     11.16     1.120000       NONE     2.231639  0.000452 -0.769089  0.000000
 105.19467  54.26278            070046+541546     1.0834   0.035800  0.02125    22.4  0.000660       0.5     13.22     1.360000       NONE     2.227822  0.003581 -0.850846  0.000000
  27.70971  -9.02453            015050-090128     1.0360   0.031100  0.00432   -52.6  0.000490       2.1     14.65     1.500000       NONE     2.222825  0.000655 -0.900996  0.000000
 114.64129  -2.07253                   3C_185     1.1480   0.034400  0.05260   -43.3  0.000470       0.2     11.26     1.160000     3C_185     2.216669  0.010355 -0.776568  0.000000
  19.64275 -18.82081            011834-184914     1.1703   0.044500  0.02680   -29.5  0.000580       0.4     10.59     1.090000       NONE     2.207854  0.005587 -0.749159  0.000000
 212.08746  23.78939            140820+234721     1.1005   0.033000  0.00080   -23.9  0.000400       9.7     12.22     1.250000       NONE     2.202305  0.000144 -0.818767  0.000000
 259.03575  68.93406            171608+685602     1.0711   0.033300  0.01561   -28.0  0.001370       0.9     13.04     1.320000       NONE     2.201076  0.002635 -0.850067  0.000000
  88.33996  31.29750            055321+311751     1.1581   0.038900  0.04640    71.7  0.000690       0.2     10.69     1.100000       NONE     2.197390  0.009538 -0.755920  0.000000
 150.11712  14.02614            100028+140134     1.1664   0.040700  0.01508    39.4  0.000440       0.5     10.43     1.070000       NONE     2.192972  0.003171 -0.745117  0.000000
 155.13517  65.85608            102032+655121     1.1465   0.040000  0.03564    72.3  0.000460       0.2     10.82     1.080000       NONE     2.189313  0.007211 -0.763455  0.000000
 284.88604  58.72492            185932+584329     1.0353   0.033100  0.00470   -87.0  0.000930       2.6     13.88     1.420000       NONE     2.187454  0.000741 -0.882862  0.000000
 112.13700  12.16958            072832+121010     1.0704   0.037600  0.03068    76.2  0.000470       0.3     12.72     1.270000       NONE     2.184355  0.005269 -0.841839  0.000000
 151.82883  44.41706            100718+442501     1.0344   0.036100  0.04066    36.3  0.000440       0.2     13.82     1.410000       NONE     2.183373  0.006424 -0.881684  0.000000
 167.84462   3.15289            111122+030910     1.0177   0.035800  0.00697    -1.0  0.000470       1.3     14.37     1.480000       NONE     2.182632  0.001059 -0.900494  0.000000
   6.55825 -20.08269            002613-200457     1.1735   0.035200  0.01603    84.6  0.000450       0.5     10.10     1.040000       NONE     2.182154  0.003463 -0.732118  0.000000
  69.40246 -29.90147            043736-295405     1.0907   0.038200  0.02937   -42.3  0.000500       0.3     11.93     1.230000       NONE     2.173233  0.005350 -0.813641  0.000000
 246.88471  21.20678            162732+211224     1.1084   0.033300  0.00518   -29.0  0.000470       1.7     11.45     1.150000       NONE     2.172416  0.000983 -0.794198  0.000000
  42.54387  39.57769                    3C_73     1.0649   0.037800  0.05870   -76.8  0.000900       0.2     12.61     1.290000     3C__73     2.170919  0.010106 -0.840637  0.000000
 139.62187  22.54331            091829+223235     1.0245   0.036200  0.02982   -31.8  0.000440       0.3     13.81     1.410000       NONE     2.168025  0.004681 -0.884709  0.000000
  82.24758  15.32058            052859+151914     1.1438   0.038400  0.04941   -78.7  0.000700       0.2     10.51     1.290000       NONE     2.167409  0.010190 -0.754370  0.000000
 143.77758  39.70211                   3C_221     1.0295   0.030900  0.02645     6.6  0.000450       0.3     13.59     1.390000     3C_221     2.165507  0.004215 -0.877591  0.000000
  99.98829 -27.75889            063957-274532     1.1303   0.037400  0.04253   -66.5  0.000690       0.3     10.73     1.100000       NONE     2.162037  0.008570 -0.765454  0.000000
 134.29862  -3.66122            085711-033940     1.1310   0.034800  0.02253    23.0  0.001750       0.8     10.67     1.090000       NONE     2.159498  0.004560 -0.763337  0.000000
 276.78383   2.24547            182708+021443     1.1589   0.037400  0.08981     1.0  0.003950       0.3     10.01     1.070000       NONE     2.157222  0.019355 -0.733331  0.000000
  68.88846  61.61750            043533+613703     1.0131   0.030400  0.00390    75.0  0.000470       2.3     13.93     1.420000       NONE     2.156195  0.000604 -0.891458  0.000000
 266.77908  18.35286                   3C_362     1.1450   0.034400  0.01329   -58.5  0.000460       0.7     10.29     1.060000     3C_362     2.155844  0.002784 -0.746819  0.000000
 328.64521  14.73144            215434+144353     1.0137   0.037800  0.00318   -71.5  0.000660       3.3     13.82     1.410000       NONE     2.152181  0.000495 -0.888560  0.000000
 306.72996  15.61839            202655+153706     1.0802   0.035000  0.01064   -67.2  0.000770       1.1     11.78     1.220000       NONE     2.150464  0.001942 -0.812628  0.000000
  21.18662 -25.28872            012444-251719     1.0825   0.032500  0.06303    45.3  0.000460       0.1     11.71     1.190000       NONE     2.150027  0.011573 -0.809877  0.000000
  15.70100  14.87786  2MASX_J01020571+1443255     1.1044   0.033100  0.02297   -83.7  0.000430       0.4     11.12     1.110000     3C__30     2.148648  0.004438 -0.785481  0.000000
  80.88813 -32.85633            052333-325122     1.0771   0.034300  0.02402   -84.5  0.001080       0.6     11.82     1.550000       NONE     2.148167  0.004365 -0.814758  0.000000
  95.71100  22.00711            062250+220025     1.0609   0.036300  0.02867    37.8  0.000640       0.4     12.08     1.210000       NONE     2.138485  0.005075 -0.827313  0.000000
  65.20537  25.44094            042049+252627     1.0092   0.030300  0.01233   -28.2  0.000440       0.7     13.60     1.410000       NONE     2.135478  0.001936 -0.884615  0.000000
  84.46829  36.18692            053752+361112     1.0423   0.036700  0.00581   -10.6  0.000510       1.7     12.55     1.290000       NONE     2.135086  0.000988 -0.846311  0.000000
 317.33821  29.07042            210921+290413     1.0615   0.037400  0.01847   -46.2  0.000490       0.5     11.94     1.240000       NONE     2.132172  0.003298 -0.823156  0.000000
 102.29646  61.64992            064911+613859     1.0433   0.036600  0.05809    67.7  0.000440       0.1     12.43     1.250000       NONE     2.130637  0.009957 -0.842717  0.000000
  78.99904  24.98917                 3C_136.1     1.1274   0.034300  0.04552    54.3  0.028860       1.7     10.23     1.170000   3C_136.1     2.128613  0.009472 -0.750098  0.000000
  65.52108  76.45247            042205+762708     1.0416   0.034100  0.03946   -23.9  0.000770       0.3     12.36     1.290000       NONE     2.124704  0.006783 -0.841351  0.000000
 349.14512 -16.42942            231634-162545     1.0277   0.033200  0.00825   -44.0  0.000840       1.4     12.77     1.300000       NONE     2.124367  0.001372 -0.857019  0.000000
 143.19096 -20.29794            093245-201752     1.0120   0.035100  0.02429    -8.1  0.000530       0.4     13.22     1.360000       NONE     2.122290  0.003899 -0.874034  0.000000
 174.37367   1.27036            113729+011613     1.0597   0.037300  0.00250    70.2  0.000500       3.8     11.73     1.180000       NONE     2.118735  0.000452 -0.817698  0.000000
  62.91987  17.23475            041140+171405     1.0341   0.031000  0.00480   -50.2  0.000480       1.9     12.45     1.250000       NONE     2.118227  0.000817 -0.846276  0.000000
 121.81321 -33.50464            080715-333016     1.0844   0.032500  0.00167   -11.4  0.000470       5.6     11.06     1.150000       NONE     2.117574  0.000320 -0.789857  0.000000
 347.53083 -27.96433            231007-275751     1.0192   0.032800  0.02565    54.9  0.000930       0.5     12.77     1.300000       NONE     2.111845  0.004242 -0.859844  0.000000
 352.99583  17.48192            233159+172854     1.0267   0.030800  0.00229   -24.1  0.000430       3.6     12.45     1.280000       NONE     2.107426  0.000388 -0.848719  0.000000
 358.22775   6.00917            235254+060033     1.0582   0.031700  0.01488     3.4  0.000460       0.6     11.52     1.180000       NONE     2.105610  0.002720 -0.812035  0.000000
 245.67629 -11.48269            162242-112857     1.0302   0.030900  0.00233    -3.1  0.000480       4.1     12.24     1.260000       NONE     2.102206  0.000400 -0.841775  0.000000
  65.21725  -5.62228            042052-053720     1.0567   0.035600  0.06382   -63.4  0.000600       0.2     11.43     1.170000       NONE     2.098736  0.011718 -0.809850  0.000000
 202.90379  50.13169            133136+500754     1.0597   0.034300  0.09417    10.0  0.000710       0.1     11.30     1.160000       NONE     2.096054  0.017468 -0.804995  0.000000
 194.82179  -8.10206            125917-080607     1.0788   0.034200  0.01808    28.1  0.001160       0.8     10.68     1.100000       NONE     2.088634  0.003536 -0.779727  0.000000
 246.31004  15.75572            162514+154520     1.0307   0.030900  0.04408   -16.7  0.000560       0.2     11.95     1.200000       NONE     2.088451  0.007704 -0.833455  0.000000
 151.92725  59.13608            100742+590809     1.0828   0.032500  0.02639     1.6  0.000440       0.3     10.14     1.040000       NONE     2.063064  0.005369 -0.760821  0.000000
 294.88792  63.75789            193933+634528     1.0585   0.031800  0.05933   -45.3  0.000430       0.1     10.66     1.070000       NONE     2.059468  0.011462 -0.785550  0.000000
 252.13237   2.71286            164831+024246     1.0757   0.033400  0.10088   -47.9  0.001740       0.2     10.21     1.150000       NONE     2.057501  0.020329 -0.765399  0.000000
  39.62858  10.16883            023830+101007     1.0677   0.032000  0.02825   -86.9  0.000450       0.3     10.08     1.010000       NONE     2.039053  0.005715 -0.763579  0.000000
 333.95821  56.98222            221549+565856     1.0551   0.033900  0.02453    30.0  0.001080       0.6     10.32     1.120000       NONE     2.035653  0.004839 -0.775620  0.000000
 147.32262  73.23383            094917+731401     1.0010   0.030500  0.10159    23.8  0.033160       0.7     11.70     1.210000       NONE     2.033010  0.017652 -0.836209  0.000000
 146.30754  16.92269            094513+165521     1.0621   0.036200  0.04922     9.0  0.000530       0.2     10.09     1.030000       NONE     2.032016  0.009912 -0.765705  0.000000
  96.61396 -16.67647            062627-164035     1.0435   0.036800  0.05998    44.2  0.000480       0.1     10.54     1.080000       NONE     2.032011  0.011564 -0.786554  0.000000
  17.14179  69.37606                  3C_33.2     1.0119   0.031600  0.06902    11.7  0.001420       0.2     11.07     1.150000   3C__33.2     2.016323  0.012572 -0.813700  0.000000
 249.73608  -3.22439            163856-031327     1.0222   0.030700  0.00553    87.1  0.000480       1.7     10.73     1.110000       NONE     2.012735  0.001037 -0.799645  0.000000
  86.57367 -17.43117            054617-172552     1.0454   0.036900  0.00544   -21.4  0.000470       1.6     10.10     1.040000       NONE     2.009794  0.001083 -0.771432  0.000000
 243.56008   4.09811            161414+040553     1.0248   0.035900  0.03078   -63.1  0.000520       0.3     10.58     1.060000       NONE     2.008214  0.005842 -0.793993  0.000000
  43.49583  20.24906                    3C_74     1.0207   0.033200  0.07190   -86.7  0.000760       0.2     10.65     1.100000     3C__74     2.006301  0.013545 -0.797599  0.000000
 177.25071 -12.07100            114900-120415     1.0283   0.031800  0.04199   -76.7  0.006770       0.8     10.42     1.080000       NONE     2.004273  0.008077 -0.787650  0.000000
  56.78617 -11.12031            034708-110713     1.0401   0.031200  0.01071    48.9  0.000420       0.8     10.10     1.040000       NONE     2.002536  0.002123 -0.773161  0.000000
   2.46321  12.72600            000951+124333     1.0048   0.031900  0.06416   -47.1  0.003370       0.4     10.98     1.130000       NONE     2.001528  0.011696 -0.813318  0.000000
 223.79442  -5.65319            145510-053911     1.0277   0.030800  0.00978    37.1  0.000470       0.9     10.26     1.070000       NONE     1.994526  0.001901 -0.782586  0.000000
  33.77479  20.01419                    3C_61     1.0151   0.033900  0.00464   -57.4  0.000600       2.1     10.54     1.080000     3C__61     1.992489  0.000877 -0.795939  0.000000
 340.97837  18.24608                   3C_451     1.0044   0.030100  0.01863   -21.1  0.000440       0.5     10.81     1.120000     3C_451     1.991984  0.003433 -0.808146  0.000000
 359.32750  14.76875            235718+144607     1.0194   0.030600  0.03062   -57.6  0.000440       0.3     10.40     1.070000       NONE     1.990807  0.005861 -0.789953  0.000000
 103.21537  60.63214            065251+603755     1.0066   0.030200  0.00667    68.8  0.000430       1.2     10.44     1.050000       NONE     1.975165  0.001262 -0.795557  0.000000
 218.57167   6.36933            143417+062209     1.0030   0.034900  0.04843   -21.5  0.000530       0.2     10.40     1.070000       NONE     1.967956  0.009164 -0.795470  0.000000
