#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:03:14 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b42ba3871	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/79A&tab:{VIII/79A/catalog}&key:source=VIII/79A/catalog&HTTPPRM:&-ref=VIZ524b42ba3871&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&Si=> 10&-ignore=SPECFIND=*&SPECFIND=SPECFIND&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/79A/catalog
#-order=I
#-out=VLSS
#-out=RAJ2000
#-out=e_RAJ2000
#-out=DEJ2000
#-out=e_DEJ2000
#-out=Si
#-sort=Si
#Si=> 10
#-out=e_Si
#SPECFIND=SPECFIND
#

#RESOURCE=yCat_8079
#Name: VIII/79A
#Title: The VLA Low-frequency Sky Survey at 74MHz (Cohen+ 2007)
#Table	VIII_79A_catalog:
#Name: VIII/79A/catalog
#Title: The VLSS Catalog, Version 2007-06-26
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	VLSS	(a12)	VLSS name {\em(Name derived from truncated J2000 position; a suffix {\bf A} or {\bf B} was added in case of name collision)}	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	Mean error on Declination	[ucd=stat.error;pos.eq.dec]
#Column	Si	(F8.2)	Integrated flux density at 74MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	e_Si	(F7.2)	? Mean error on Si (1)	[ucd=stat.error]
_RAJ2000|_DEJ2000|VLSS|RAJ2000|e_RAJ2000|DEJ2000|e_DEJ2000|Si|e_Si
076.22017|-10.24803|0504.8-1014 |05 04 52.84| 0.19|-10 14 52.9| 3.0|   18.14|   1.85
262.59129|+79.82128|1730.3+7949 |17 30 21.91| 1.09|+79 49 16.6| 3.1|   18.22|   1.86
355.24017| +4.51972|2340.9+0431 |23 40 57.64| 0.19|+04 31 11.0| 3.1|   18.22|   1.86
064.32004| -5.89622|0417.2-0553 |04 17 16.81| 0.19|-05 53 46.4| 3.0|   18.23|   1.86
063.62487|+14.27311|0414.4+1416 |04 14 29.97| 0.20|+14 16 23.2| 3.1|   18.25|   1.86
197.78492|+27.46544|1311.1+2727 |13 11 08.38| 0.22|+27 27 55.6| 3.1|   18.27|   1.86
193.07050|+47.26117|1252.2+4715 |12 52 16.92| 0.28|+47 15 40.2| 3.0|   18.29|   1.86
111.22950| -9.66544|0724.9-0939 |07 24 55.08| 0.19|-09 39 55.6| 3.0|   18.30|   1.87
322.25287|+45.88447|2129.0+4553 |21 29 00.69| 0.28|+45 53 04.1| 3.1|   18.34|   1.86
148.96729|+69.67972|0955.8+6940 |09 55 52.15| 0.55|+69 40 47.0| 3.1|   18.36|   1.86
349.98400|-27.45428|2319.9-2727 |23 19 56.16| 0.22|-27 27 15.4| 3.1|   18.39|   1.87
170.17796|+23.46511|1120.7+2327 |11 20 42.71| 0.21|+23 27 54.4| 3.0|   18.41|   1.88
249.45408|+15.82161|1637.8+1549 |16 37 48.98| 0.20|+15 49 17.8| 3.1|   18.44|   1.88
164.74558|+43.02350|1058.9+4301 |10 58 58.94| 0.26|+43 01 24.6| 3.1|   18.45|   1.88
344.28221|+16.97225|2257.1+1658 |22 57 07.73| 0.20|+16 58 20.1| 3.1|   18.49|   1.89
024.87200|+39.95031|0139.4+3957 |01 39 29.28| 0.31|+39 57 01.1| 3.2|   18.50|   1.86
203.22758| +2.01461|1332.9+0200 |13 32 54.62| 0.20|+02 00 52.6| 3.1|   18.52|   1.87
085.45562|+47.48600|0541.8+4729 |05 41 49.35| 0.28|+47 29 09.6| 3.0|   18.54|   1.86
042.37654|+43.08986|0249.5+4305 |02 49 30.37| 0.28|+43 05 23.5| 3.3|   18.55|   1.87
096.33621|+40.35036|0625.3+4021 |06 25 20.69| 0.25|+40 21 01.3| 3.0|   18.55|   1.86
351.33183| -4.96058|2325.3-0457 |23 25 19.64| 0.19|-04 57 38.1| 3.0|   18.57|   1.90
195.13704|+40.15267|1300.5+4009 |13 00 32.89| 0.25|+40 09 09.6| 3.0|   18.62|   1.86
359.64829|+44.07706|2358.5+4404 |23 58 35.59| 0.27|+44 04 37.4| 3.0|   18.63|   1.86
227.12404| +1.03692|1508.4+0102 |15 08 29.77| 0.19|+01 02 12.9| 3.1|   18.66|   1.91
230.19908|+72.41803|1520.7+7225 |15 20 47.78| 0.63|+72 25 04.9| 3.0|   18.66|   1.87
244.42708|+32.37700|1617.7+3222 |16 17 42.50| 0.23|+32 22 37.2| 3.1|   18.68|   1.89
352.05100| -4.93658|2328.2-0456 |23 28 12.24| 0.19|-04 56 11.7| 3.0|   18.69|   1.91
183.87504|+53.59783|1215.5+5335 |12 15 30.01| 0.32|+53 35 52.2| 3.0|   18.70|   1.90
250.74575|+39.81061|1642.9+3948 |16 42 58.98| 0.25|+39 48 38.2| 3.0|   18.70|   1.90
289.45283| +6.35567|1917.8+0621 |19 17 48.68| 0.19|+06 21 20.4| 3.1|   18.70|   1.88
352.04396|+29.61958|2328.1+2937 |23 28 10.55| 0.22|+29 37 10.5| 3.1|   18.70|   1.91
004.08267|-14.50231|0016.3-1430 |00 16 19.84| 0.20|-14 30 08.3| 3.1|   18.73|   1.91
022.49808|+23.63769|0129.9+2338 |01 29 59.54| 0.21|+23 38 15.7| 3.1|   18.76|   1.92
216.52362|+37.81778|1426.0+3749 |14 26 05.67| 0.24|+37 49 04.0| 3.1|   18.80|   1.91
251.42642| +2.19425|1645.7+0211 |16 45 42.34| 0.19|+02 11 39.3| 3.1|   18.82|   1.89
276.84362| +9.31125|1827.3+0918 |18 27 22.47| 0.19|+09 18 40.5| 3.1|   18.85|   1.93
106.11092|+63.30731|0704.4+6318 |07 04 26.62| 0.44|+63 18 26.3| 3.1|   18.86|   1.92
053.62475|+74.17506|0334.4+7410 |03 34 29.94| 0.70|+74 10 30.2| 3.1|   18.91|   1.95
296.05742|+39.07397|1944.2+3904 |19 44 13.78| 1.11|+39 04 26.3| 7.9|   18.91|   4.10
344.71858|+63.48528|2258.8+6329 |22 58 52.46| 0.54|+63 29 07.0| 3.4|   18.95|   2.02
358.54733|+32.92044|2354.1+3255 |23 54 11.36| 0.23|+32 55 13.6| 3.1|   18.96|   1.93
120.39804|+50.16194|0801.5+5009 |08 01 35.53| 0.30|+50 09 43.0| 3.0|   19.00|   1.90
337.82600|+54.16156|2231.3+5409 |22 31 18.24| 0.34|+54 09 41.6| 3.1|   19.01|   1.97
280.58579|+79.75147|1842.3+7945 |18 42 20.59| 1.14|+79 45 05.3| 3.1|   19.02|   1.97
288.98679|+30.33253|1915.9+3019 |19 15 56.83| 0.22|+30 19 57.1| 3.1|   19.02|   1.95
333.72700|+13.85953|2214.9+1351 |22 14 54.48| 0.27|+13 51 34.3| 4.1|   19.03|   1.93
004.71387|-12.71064|0018.8-1242 |00 18 51.33| 0.20|-12 42 38.3| 3.0|   19.05|   1.94
333.65921|+13.83678|2214.6+1350 |22 14 38.21| 0.26|+13 50 12.4| 4.1|   19.12|   1.94
000.84200|-17.45308|0003.3-1727 |00 03 22.08| 0.20|-17 27 11.1| 3.0|   19.13|   1.91
035.83562|+42.98631|0223.3+4259 |02 23 20.55| 0.32|+42 59 10.7| 3.5|   19.20|   1.97
242.52525|+32.97764|1610.1+3258 |16 10 06.06| 0.23|+32 58 39.5| 3.0|   19.26|   1.95
240.58600|+80.26678|1602.3+8016 |16 02 20.64| 1.13|+80 16 00.4| 3.0|   19.27|   1.97
091.60679|+64.74519|0606.4+6444 |06 06 25.63| 0.45|+64 44 42.7| 3.0|   19.28|   1.93
355.30408|-16.34836|2341.2-1620 |23 41 12.98| 0.20|-16 20 54.1| 3.0|   19.30|   1.97
220.50983|-26.61725|1442.0-2637 |14 42 02.36| 0.22|-26 37 02.1| 3.4|   19.31|   1.98
074.04533|-21.98975|0456.1-2159 |04 56 10.88| 0.21|-21 59 23.1| 3.1|   19.34|   1.96
191.75821|-11.50131|1247.0-1130 |12 47 01.97| 0.20|-11 30 04.7| 3.1|   19.34|   1.96
228.10633| +1.35333|1512.4+0121 |15 12 25.52| 0.19|+01 21 12.0| 3.1|   19.34|   1.98
116.83446|-18.94658|0747.3-1856 |07 47 20.27| 0.20|-18 56 47.7| 3.1|   19.38|   1.98
058.73200|+72.91106|0354.9+7254 |03 54 55.68| 0.65|+72 54 39.8| 3.1|   19.39|   1.98
063.78867|-29.48431|0415.1-2929 |04 15 09.28| 0.22|-29 29 03.5| 3.0|   19.40|   1.98
077.66708|+29.15014|0510.6+2909 |05 10 40.10| 0.22|+29 09 00.5| 3.1|   19.48|   1.99
198.77212|-18.97053|1315.0-1858 |13 15 05.31| 0.20|-18 58 13.9| 3.1|   19.57|   2.00
247.01625|+27.69411|1628.0+2741 |16 28 03.90| 0.22|+27 41 38.8| 3.1|   19.62|   1.99
086.87992|+63.95986|0547.5+6357 |05 47 31.18| 0.45|+63 57 35.5| 3.1|   19.64|   1.99
023.86637|+37.90042|0135.4+3754 |01 35 27.93| 0.26|+37 54 01.5| 3.1|   19.67|   1.99
260.75087| +7.30058|1723.0+0718 |17 23 00.21| 0.19|+07 18 02.1| 3.1|   19.68|   2.01
241.05083|+44.38958|1604.2+4423 |16 04 12.20| 0.27|+44 23 22.5| 3.0|   19.76|   2.01
322.84642|-31.35431|2131.3-3121 |21 31 23.14| 0.41|-31 21 15.5| 6.6|   19.82|   2.56
060.06904|-16.17053|0400.2-1610 |04 00 16.57| 0.20|-16 10 13.9| 3.0|   19.83|   2.02
165.57304|+10.48539|1102.2+1029 |11 02 17.53| 0.20|+10 29 07.4| 3.0|   19.86|   2.03
271.95317|+48.48975|1807.8+4829 |18 07 48.76| 0.29|+48 29 23.1| 3.1|   19.86|   2.02
022.61687|-26.16761|0130.4-2610 |01 30 28.05| 0.21|-26 10 03.4| 3.0|   19.91|   2.02
351.72621| -2.03753|2326.9-0202 |23 26 54.29| 0.20|-02 02 15.1| 3.1|   19.91|   2.01
209.25625| +1.07744|1357.0+0104 |13 57 01.50| 0.19|+01 04 38.8| 3.0|   19.94|   2.03
260.18008| -1.17539|1720.7-0110 |17 20 43.22| 0.33|-01 10 31.4| 4.4|   20.01|   2.13
048.19371|-14.83125|0312.7-1449 |03 12 46.49| 0.20|-14 49 52.5| 3.0|   20.06|   2.04
010.22817|+33.16858|0040.9+3310 |00 40 54.76| 0.23|+33 10 06.9| 3.0|   20.10|   2.01
214.95712|-19.47753|1419.8-1928 |14 19 49.71| 0.21|-19 28 39.1| 3.1|   20.10|   2.05
246.16392|+23.75422|1624.6+2345 |16 24 39.34| 0.21|+23 45 15.2| 3.0|   20.13|   2.05
049.56529|+41.88036|0318.2+4152 |03 18 15.67| 0.28|+41 52 49.3| 4.5|   20.14|   2.09
166.55008|-24.74667|1106.2-2444 |11 06 12.02| 0.21|-24 44 48.0| 3.0|   20.29|   2.08
028.87496|+43.76494|0155.4+4345 |01 55 29.99| 0.27|+43 45 53.8| 3.1|   20.31|   2.06
217.13042| -1.40164|1428.5-0124 |14 28 31.30| 0.19|-01 24 05.9| 3.0|   20.33|   2.03
230.02308|+20.26797|1520.0+2016 |15 20 05.54| 0.20|+20 16 04.7| 3.0|   20.34|   2.04
343.76487|+13.22344|2255.0+1313 |22 55 03.57| 0.20|+13 13 24.4| 3.2|   20.36|   2.10
021.68500|+33.21944|0126.7+3313 |01 26 44.40| 0.23|+33 13 10.0| 3.0|   20.37|   2.08
193.38729|+15.70825|1253.5+1542 |12 53 32.95| 0.20|+15 42 29.7| 3.1|   20.40|   2.09
096.26592|+40.06439|0625.0+4003 |06 25 03.82| 0.25|+40 03 51.8| 3.0|   20.50|   2.09
019.57758| +2.96864|0118.3+0258 |01 18 18.62| 0.19|+02 58 07.1| 3.1|   20.54|   2.11
155.86442|+80.55036|1023.4+8033 |10 23 27.46| 1.17|+80 33 01.3| 3.0|   20.57|   2.10
184.64437|-10.31275|1218.5-1018 |12 18 34.65| 0.19|-10 18 45.9| 3.0|   20.71|   2.13
018.02125|+14.73225|0112.0+1443 |01 12 05.10| 0.20|+14 43 56.1| 3.0|   20.78|   2.12
252.92254| -6.30242|1651.6-0618 |16 51 41.41| 0.20|-06 18 08.7| 3.2|   20.78|   2.12
134.41892|+34.06906|0857.6+3404 |08 57 40.54| 0.23|+34 04 08.6| 3.0|   20.80|   2.11
250.95308|+17.26431|1643.8+1715 |16 43 48.74| 0.20|+17 15 51.5| 3.0|   20.81|   2.08
162.87550| -9.30381|1051.5-0918 |10 51 30.12| 0.20|-09 18 13.7| 3.1|   20.82|   2.10
038.89617|+29.14889|0235.5+2908 |02 35 35.08| 0.22|+29 08 56.0| 3.0|   20.83|   2.12
008.78812|-20.06600|0035.1-2003 |00 35 09.15| 0.20|-20 03 57.6| 3.0|   20.87|   2.12
235.43942|+60.26011|1541.7+6015 |15 41 45.46| 0.39|+60 15 36.4| 3.1|   20.96|   2.13
175.39387|-28.84722|1141.5-2850 |11 41 34.53| 0.22|-28 50 50.0| 3.0|   20.98|   2.14
099.13354|-20.63983|0636.5-2038 |06 36 32.05| 0.25|-20 38 23.4|10.1|   21.01|   2.10
173.59850|-17.46450|1134.3-1727 |11 34 23.64| 0.20|-17 27 52.2| 3.0|   21.07|   2.11
197.45687| -0.21108|1309.8-0012 |13 09 49.65| 0.19|-00 12 39.9| 3.0|   21.36|   2.17
097.85925|+25.01328|0631.4+2500 |06 31 26.22| 0.22|+25 00 47.8| 3.1|   21.39|   2.16
263.67796|+16.00956|1734.7+1600 |17 34 42.71| 0.20|+16 00 34.4| 3.0|   21.41|   2.14
239.59954|+65.50808|1558.3+6530 |15 58 23.89| 0.46|+65 30 29.1| 3.1|   21.52|   2.19
316.81846|-25.43539|2107.2-2526 |21 07 16.43| 0.43|-25 26 07.4| 5.8|   21.60|   2.45
308.19246|+53.76392|2032.7+5345 |20 32 46.19| 0.32|+53 45 50.1| 3.1|   21.62|   2.21
343.02508|+64.66964|2252.1+6440 |22 52 06.02| 0.45|+64 40 10.7| 3.0|   21.63|   2.17
182.30596|+43.65550|1209.2+4339 |12 09 13.43| 0.26|+43 39 19.8| 3.0|   21.76|   2.22
258.70250|-25.23867|1714.8-2514 |17 14 48.60| 0.27|-25 14 19.2| 8.4|   21.77|   2.63
014.77771|-17.01097|0059.1-1700 |00 59 06.65| 0.20|-17 00 39.5| 3.0|   21.82|   2.22
067.31112|+77.15267|0429.2+7709 |04 29 14.67| 0.87|+77 09 09.6| 3.1|   21.84|   2.22
173.40362|-19.90439|1133.6-1954 |11 33 36.87| 0.20|-19 54 15.8| 3.0|   21.90|   2.19
200.32671|+42.58464|1321.3+4235 |13 21 18.41| 0.28|+42 35 04.7| 3.1|   21.92|   2.20
247.16129|+14.63617|1628.6+1438 |16 28 38.71| 0.20|+14 38 10.2| 3.0|   21.92|   2.23
112.36675|+24.60564|0729.4+2436 |07 29 28.02| 0.21|+24 36 20.3| 3.0|   21.96|   2.23
245.99779|-11.67939|1623.9-1140 |16 23 59.47| 0.20|-11 40 45.8| 3.0|   22.00|   2.25
322.75575|-20.61569|2131.0-2036 |21 31 01.38| 0.20|-20 36 56.5| 3.0|   22.03|   2.24
348.11729| +9.32439|2312.4+0919 |23 12 28.15| 0.19|+09 19 27.8| 3.1|   22.20|   2.27
233.75479|+55.61481|1535.0+5536 |15 35 01.15| 0.34|+55 36 53.3| 3.1|   22.27|   2.26
318.20250|+62.24931|2112.8+6214 |21 12 48.60| 0.41|+62 14 57.5| 3.1|   22.36|   2.28
090.80058|-34.44178|0603.2-3426 |06 03 12.14| 0.24|-34 26 30.4| 3.2|   22.44|   2.30
357.70887|-24.95117|2350.8-2457 |23 50 50.13| 0.21|-24 57 04.2| 3.0|   22.49|   2.28
021.87600|-14.04908|0127.5-1402 |01 27 30.24| 0.20|-14 02 56.7| 3.0|   22.52|   2.29
295.48342|+10.44725|1941.9+1026 |19 41 56.02| 0.19|+10 26 50.1| 3.0|   22.58|   2.26
185.11779| +9.47433|1220.4+0928 |12 20 28.27| 0.20|+09 28 27.6| 3.1|   22.61|   2.27
241.25946|-17.57192|1605.0-1734 |16 05 02.27| 0.20|-17 34 18.9| 3.1|   22.66|   2.33
027.12221|+53.54242|0148.4+5332 |01 48 29.33| 0.32|+53 32 32.7| 3.1|   22.67|   2.32
079.88504|+50.90956|0519.5+5054 |05 19 32.41| 0.30|+50 54 34.4| 3.0|   22.67|   2.30
354.63796|+26.99364|2338.5+2659 |23 38 33.11| 0.22|+26 59 37.1| 3.8|   22.67|   2.28
156.63475| +6.45878|1026.5+0627 |10 26 32.34| 0.19|+06 27 31.6| 3.1|   22.69|   2.32
009.02688|+18.63353|0036.1+1838 |00 36 06.45| 0.20|+18 38 00.7| 3.0|   22.78|   2.28
012.73546|+51.20033|0050.9+5112 |00 50 56.51| 0.31|+51 12 01.2| 3.1|   22.79|   2.33
144.13446| +4.36992|0936.5+0422 |09 36 32.27| 0.19|+04 22 11.7| 3.0|   22.85|   2.33
182.16517|-34.05114|1208.6-3403 |12 08 39.64| 0.23|-34 03 04.1| 3.1|   22.93|   2.34
112.04325|+14.62722|0728.1+1437 |07 28 10.38| 0.20|+14 37 38.0| 3.0|   22.94|   2.30
144.50612|-29.21200|0938.0-2912 |09 38 01.47| 0.36|-29 12 43.2| 4.0|   22.97|   2.40
206.75654| -8.05658|1347.0-0803 |13 47 01.57| 0.19|-08 03 23.7| 3.0|   22.98|   2.30
015.67192|-21.87522|0102.6-2152 |01 02 41.26| 0.21|-21 52 30.8| 3.1|   23.00|   2.33
022.12688|+29.05000|0128.5+2903 |01 28 30.45| 0.22|+29 03 00.0| 3.1|   23.03|   2.36
013.95788|+26.41086|0055.8+2624A|00 55 49.89| 0.21|+26 24 39.1| 3.1|   23.07|   2.35
176.43125|+49.76828|1145.7+4946 |11 45 43.50| 0.30|+49 46 05.8| 3.0|   23.07|   2.31
166.59238|-21.15031|1106.3-2109 |11 06 22.17| 0.21|-21 09 01.1| 3.0|   23.14|   2.32
063.09404| -0.99219|0412.3-0059 |04 12 22.57| 0.19|-00 59 31.9| 3.0|   23.19|   2.36
220.75817|+52.02700|1443.0+5201 |14 43 01.96| 0.31|+52 01 37.2| 3.0|   23.22|   2.32
278.44129|+47.45214|1833.7+4727 |18 33 45.91| 0.29|+47 27 07.7| 3.3|   23.22|   2.42
091.11858|+20.35594|0604.4+2021 |06 04 28.46| 0.20|+20 21 21.4| 3.1|   23.36|   2.39
176.58546|-31.95511|1146.3-3157 |11 46 20.51| 0.23|-31 57 18.4| 3.0|   23.56|   2.40
256.17679|+60.74569|1704.7+6044 |17 04 42.43| 0.39|+60 44 44.5| 3.1|   23.58|   2.41
074.60996|-30.12103|0458.4-3007 |04 58 26.39| 0.23|-30 07 15.7| 3.3|   23.62|   2.37
114.85233|+70.38692|0739.4+7023 |07 39 24.56| 0.57|+70 23 12.9| 3.0|   23.66|   2.37
322.27492| +7.54803|2129.0+0732 |21 29 05.98| 0.19|+07 32 52.9| 3.0|   23.66|   2.41
213.45175| -5.99867|1413.8-0559 |14 13 48.42| 0.19|-05 59 55.2| 3.0|   23.72|   2.41
309.65412|+51.32094|2038.6+5119 |20 38 36.99| 0.31|+51 19 15.4| 3.1|   23.72|   2.44
009.43700|+13.33289|0037.7+1319 |00 37 44.88| 0.20|+13 19 58.4| 3.0|   23.74|   2.42
326.85475|+15.34336|2147.4+1520 |21 47 25.14| 0.20|+15 20 36.1| 3.0|   23.79|   2.42
287.80217| +9.09686|1911.2+0905 |19 11 12.52| 0.20|+09 05 48.7| 3.5|   24.11|   2.44
166.05483|+76.98375|1104.2+7659 |11 04 13.16| 0.85|+76 59 01.5| 3.0|   24.15|   2.42
068.61321|+72.48656|0434.4+7229 |04 34 27.17| 0.64|+72 29 11.6| 3.0|   24.29|   2.47
216.90883|-12.06444|1427.6-1203 |14 27 38.12| 0.20|-12 03 52.0| 3.1|   24.31|   2.47
147.47362|-25.19172|0949.8-2511 |09 49 53.67| 0.21|-25 11 30.2| 3.1|   24.35|   2.48
074.18004|+22.82325|0456.7+2249 |04 56 43.21| 0.21|+22 49 23.7| 3.0|   24.39|   2.49
134.54225|+27.84808|0858.1+2750 |08 58 10.14| 0.22|+27 50 53.1| 3.0|   24.46|   2.49
330.83867|+62.67594|2203.3+6240 |22 03 21.28| 0.42|+62 40 33.4| 3.0|   24.47|   2.49
320.69300|+17.07719|2122.7+1704 |21 22 46.32| 0.20|+17 04 37.9| 3.0|   24.49|   2.45
196.39929| +8.92086|1305.5+0855 |13 05 35.83| 0.19|+08 55 15.1| 3.0|   24.53|   2.50
237.45342|+21.42683|1549.8+2125 |15 49 48.82| 0.21|+21 25 36.6| 3.0|   24.67|   2.47
278.77904|+32.70414|1835.1+3242 |18 35 06.97| 0.23|+32 42 14.9| 3.0|   24.69|   2.52
056.64429|-34.38600|0346.5-3423 |03 46 34.63| 0.38|-34 23 09.6| 4.0|   24.74|   2.62
227.59408|+70.76192|1510.3+7045 |15 10 22.58| 0.58|+70 45 42.9| 3.1|   24.90|   2.51
215.27342|+41.74747|1421.0+4144 |14 21 05.62| 0.26|+41 44 50.9| 3.0|   24.94|   2.50
167.21592|+25.01461|1108.8+2500 |11 08 51.82| 0.21|+25 00 52.6| 3.0|   24.96|   2.53
257.68342|+46.02422|1710.7+4601 |17 10 44.02| 0.28|+46 01 27.2| 3.1|   24.98|   2.55
188.90604|-25.19997|1235.6-2511 |12 35 37.45| 0.21|-25 11 59.9| 3.2|   25.01|   2.52
214.17046|-21.76992|1416.6-2146 |14 16 40.91| 0.21|-21 46 11.7| 3.1|   25.21|   2.58
320.75692|-16.46608|2123.0-1627 |21 23 01.66| 0.20|-16 27 57.9| 3.0|   25.22|   2.57
247.22058|+44.31825|1628.8+4419 |16 28 52.94| 0.27|+44 19 05.7| 3.1|   25.24|   2.57
134.67292|+14.16331|0858.6+1409 |08 58 41.50| 0.20|+14 09 47.9| 3.1|   25.27|   2.57
110.53904|-18.80769|0722.1-1848 |07 22 09.37| 0.21|-18 48 27.7| 3.1|   25.37|   2.58
137.21146|+37.80531|0908.8+3748 |09 08 50.75| 0.24|+37 48 19.1| 3.0|   25.38|   2.59
133.25200|-20.78914|0853.0-2047 |08 53 00.48| 0.20|-20 47 20.9| 3.0|   25.53|   2.60
358.85004|+79.92086|2355.4+7955 |23 55 24.01| 1.12|+79 55 15.1| 3.2|   25.61|   2.60
045.41033| +1.91942|0301.6+0155 |03 01 38.48| 0.19|+01 55 09.9| 3.1|   25.62|   2.62
138.01221|+37.85969|0912.0+3751 |09 12 02.93| 0.24|+37 51 34.9| 3.0|   25.63|   2.62
336.44754| -4.95100|2225.7-0457 |22 25 47.41| 0.19|-04 57 03.6| 3.0|   25.64|   2.57
130.19938|+13.20708|0840.7+1312 |08 40 47.85| 0.20|+13 12 25.5| 3.0|   25.66|   2.61
175.20200|-26.48581|1140.8-2629 |11 40 48.48| 0.21|-26 29 08.9| 3.0|   25.72|   2.57
073.84896|-20.57089|0455.3-2034 |04 55 23.75| 0.20|-20 34 15.2| 3.0|   25.73|   2.62
054.43408|+50.76486|0337.7+5045 |03 37 44.18| 0.30|+50 45 53.5| 3.0|   25.77|   2.62
286.90904| +7.12933|1907.6+0707 |19 07 38.17| 0.23|+07 07 45.6| 3.5|   25.79|   2.66
126.82167|-20.43894|0827.2-2026 |08 27 17.20| 0.20|-20 26 20.2| 3.0|   25.95|   2.65
232.96262|+24.04508|1531.8+2402 |15 31 51.03| 0.21|+24 02 42.3| 3.0|   26.02|   2.65
072.26321|+45.02906|0449.0+4501 |04 49 03.17| 0.28|+45 01 44.6| 3.1|   26.07|   2.63
190.58192| -4.77286|1242.3-0446 |12 42 19.66| 0.19|-04 46 22.3| 3.0|   26.10|   2.61
055.87446| +4.96314|0343.4+0457 |03 43 29.87| 0.19|+04 57 47.3| 3.0|   26.11|   2.66
329.23900|-18.22950|2156.9-1813 |21 56 57.36| 0.21|-18 13 46.2| 3.1|   26.13|   2.65
350.25837|-16.38558|2321.0-1623 |23 21 02.01| 0.20|-16 23 08.1| 3.0|   26.26|   2.63
206.35825|+49.77528|1345.4+4946 |13 45 25.98| 0.30|+49 46 31.0| 3.0|   26.40|   2.69
129.43667|+65.22664|0837.7+6513 |08 37 44.80| 0.46|+65 13 35.9| 3.0|   26.64|   2.71
223.75792| -4.34969|1455.0-0420 |14 55 01.90| 0.19|-04 20 58.9| 3.2|   26.73|   2.70
044.06246|-23.41394|0256.2-2324 |02 56 14.99| 0.21|-23 24 50.2| 3.0|   26.76|   2.72
126.85571|+29.31256|0827.4+2918 |08 27 25.37| 0.22|+29 18 45.2| 3.0|   26.78|   2.68
193.67092|-29.22883|1254.6-2913 |12 54 41.02| 0.22|-29 13 43.8| 3.0|   26.82|   2.73
129.77758|+57.90450|0839.1+5754 |08 39 06.62| 0.36|+57 54 16.2| 3.0|   26.91|   2.74
109.32437|-25.08119|0717.2-2504 |07 17 17.85| 0.21|-25 04 52.3| 3.0|   26.92|   2.74
038.11987|+34.40092|0232.4+3424 |02 32 28.77| 0.23|+34 24 03.3| 3.0|   26.94|   2.74
092.38700|+48.07044|0609.5+4804 |06 09 32.88| 0.29|+48 04 13.6| 3.0|   27.01|   2.70
004.12812|+79.28114|0016.5+7916 |00 16 30.75| 1.04|+79 16 52.1| 3.1|   27.23|   2.79
040.67017| -0.01261|0242.6-0000 |02 42 40.84| 0.19|-00 00 45.4| 3.0|   27.26|   2.80
319.54312|-30.32247|2118.1-3019 |21 18 10.35| 0.23|-30 19 20.9| 3.1|   27.32|   2.82
331.52171|+29.48942|2206.0+2929 |22 06 05.21| 0.22|+29 29 21.9| 3.0|   27.34|   2.78
125.63129| +5.94144|0822.5+0556 |08 22 31.51| 0.22|+05 56 29.2| 3.7|   27.40|   2.74
240.57546| +1.97200|1602.3+0158 |16 02 18.11| 0.20|+01 58 19.2| 3.1|   27.42|   2.79
099.13825|-20.70808|0636.5-2042 |06 36 33.18| 0.20|-20 42 29.1| 3.0|   27.57|   2.80
348.21533| +5.28103|2312.8+0516 |23 12 51.68| 0.22|+05 16 51.7| 3.1|   27.70|   2.80
107.32358|+74.82422|0709.2+7449 |07 09 17.66| 0.73|+74 49 27.2| 3.0|   27.71|   2.81
035.92975|+40.01467|0223.7+4000 |02 23 43.14| 0.25|+40 00 52.8| 3.0|   27.78|   2.83
008.56029|+39.40306|0034.2+3924 |00 34 14.47| 0.25|+39 24 11.0| 3.0|   27.80|   2.83
202.53071|-21.70111|1330.1-2142 |13 30 07.37| 0.21|-21 42 04.0| 3.0|   27.82|   2.85
354.12225|+21.14497|2336.4+2108 |23 36 29.34| 0.21|+21 08 41.9| 3.1|   28.35|   2.85
